GEOID,upper10th
170311408005,0.0
170311502001,0.0
170311502002,0.0
170311502003,0.0
170311502004,0.0
170311502005,0.0
170311503001,0.0
170311503002,0.0
170311503003,0.0
170311503004,0.0
170311503005,0.0
170311503006,0.0
170311503007,0.0
170311504011,0.0
170311504012,0.0
170311504013,0.0
170311504014,0.0
170311504021,0.0
170311504022,0.0
170311504023,0.0
170311505011,0.0
170311505012,0.0
170311505013,0.0
170311505021,0.0
170311505022,0.0
170311505023,0.0
170311506001,0.0
170311506002,0.0
170311506003,0.0
170311506004,0.0
170311507001,0.0
170311507002,0.0
170311507003,0.0
170311507004,0.0
170311508001,0.0
170311508002,0.0
170311508003,0.0
170311508004,0.0
170311508005,0.0
170311510011,0.0
170311510012,0.0
170311510021,0.0
170311510022,0.0
170311510023,0.0
170311510024,1.0
170311511001,0.0
170311511002,0.0
170311511003,0.0
170311511004,0.0
170311512001,0.0
170311512002,0.0
170311512003,0.0
170311601001,0.0
170311601002,0.0
170311602001,0.0
170311602002,0.0
170311602003,0.0
170311602004,0.0
170311603001,0.0
170311603002,0.0
170311603003,0.0
170311604001,0.0
170311604002,0.0
170311604003,0.0
170311605011,0.0
170311605012,0.0
170311605021,0.0
170311605022,0.0
170311605023,0.0
170311606011,0.0
170311606012,0.0
170311606013,0.0
170311606021,0.0
170311606022,0.0
170311606023,0.0
170311607001,0.0
170311607002,0.0
170311607003,0.0
170311607004,0.0
170311607005,0.0
170311608001,0.0
170311608002,0.0
170311608003,0.0
170311608004,0.0
170311608005,0.0
170311609001,0.0
170311609002,0.0
170311610001,0.0
170311610002,0.0
170311611001,0.0
170311611002,0.0
170311612001,0.0
170311612002,0.0
170311613001,0.0
170311613002,0.0
170311613003,0.0
170311613004,0.0
170311701001,0.0
170311702001,0.0
170311702002,0.0
170311702003,0.0
170311703001,0.0
170311703002,0.0
170311703003,0.0
170311703004,0.0
170311703005,0.0
170311704001,0.0
170311704002,0.0
170311704003,0.0
170311704004,0.0
170311705001,0.0
170311705002,0.0
170311705003,0.0
170311705004,0.0
170311706001,0.0
170311706002,0.0
170311707001,0.0
170311707002,0.0
170311707003,0.0
170311708001,0.0
170311708002,0.0
170311708003,0.0
170311709001,0.0
170311710001,0.0
170311710002,0.0
170311710003,0.0
170311710004,0.0
170311710005,0.0
170311710006,0.0
170311711001,0.0
170311711002,0.0
170311711003,0.0
170311801001,0.0
170311801002,0.0
170311801003,0.0
170311801004,0.0
170311801005,0.0
170311901001,0.0
170311902001,0.0
170311902002,0.0
170311902003,0.0
170311902004,0.0
170311903001,0.0
170311903002,0.0
170311903003,0.0
170311903004,0.0
170311904011,0.0
170311904012,0.0
170311904021,0.0
170311904022,0.0
170311906011,0.0
170311906012,0.0
170311906013,0.0
170311906021,0.0
170311906022,0.0
170311906023,0.0
170311907011,0.0
170311907012,0.0
170311907021,0.0
170311907022,0.0
170311907023,0.0
170311908001,0.0
170311908002,0.0
170311908003,0.0
170311908004,0.0
170311908005,0.0
170311909001,0.0
170311910001,0.0
170311910002,0.0
170311911001,0.0
170311911002,0.0
170311911003,0.0
170311911004,0.0
170311911005,0.0
170311911006,0.0
170311912001,0.0
170311912002,0.0
170311913011,0.0
170311913012,0.0
170311913013,0.0
170311913021,0.0
170311913022,1.0
170312001001,0.0
170312001002,0.0
170312001003,0.0
170312002001,0.0
170312002002,0.0
170312002003,0.0
170312002004,0.0
170312003001,0.0
170312003002,0.0
170312004011,0.0
170312004012,0.0
170312004021,0.0
170312004022,0.0
170312004023,0.0
170312101001,0.0
170312101002,0.0
170312101003,0.0
170312104001,0.0
170312104002,0.0
170312105011,0.0
170312105012,1.0
170312105021,0.0
170312105022,0.0
170312105023,0.0
170312106011,0.0
170312106012,0.0
170312106013,0.0
170312106021,0.0
170312106022,0.0
170312106023,0.0
170312107001,0.0
170312107002,0.0
170312107003,0.0
170312108001,0.0
170312109001,0.0
170312109002,0.0
170312203001,0.0
170312203002,0.0
170312204001,0.0
170312204002,0.0
170312205001,0.0
170312205002,0.0
170312205003,0.0
170312206011,0.0
170312206012,0.0
170312206021,0.0
170312206022,0.0
170312206023,0.0
170312206024,0.0
170312206025,0.0
170312207011,0.0
170312207012,0.0
170312207013,0.0
170312207021,0.0
170312207022,0.0
170312207023,0.0
170312207024,0.0
170312209011,0.0
170312209012,0.0
170312209013,0.0
170312209021,0.0
170312209022,0.0
170312210001,0.0
170312210002,0.0
170312211001,0.0
170312211002,0.0
170312211003,0.0
170312212001,0.0
170312212002,0.0
170312213001,0.0
170312213002,0.0
170312213003,0.0
170312214001,0.0
170312214002,0.0
170312214003,0.0
170312215001,0.0
170312215002,0.0
170312216001,0.0
170312216002,0.0
170312222001,0.0
170312222002,0.0
170312225001,0.0
170312226001,0.0
170312227001,0.0
170312227002,0.0
170312228001,0.0
170312229001,0.0
170312301001,0.0
170312302001,0.0
170312303001,0.0
170312304001,0.0
170312304002,0.0
170312305001,0.0
170312305002,0.0
170312306001,0.0
170312306002,0.0
170312306003,0.0
170312306004,0.0
170312306005,0.0
170312306006,0.0
170312307001,0.0
170312307002,0.0
170312307003,0.0
170312307004,0.0
170312308001,0.0
170312309001,0.0
170312309002,0.0
170312309003,0.0
170312311001,0.0
170312312001,0.0
170312312002,0.0
170312312003,0.0
170312312004,0.0
170312312005,1.0
170312315001,0.0
170312315002,1.0
170312315003,0.0
170312315004,0.0
170312315005,0.0
170312315006,1.0
170312402001,0.0
170312403001,0.0
170312405001,0.0
170312406001,0.0
170312407001,0.0
170312408001,0.0
170312408002,0.0
170312409001,0.0
170312410001,0.0
170312410002,0.0
170312411001,0.0
170312411002,0.0
170312412001,0.0
170312412002,0.0
170312413001,0.0
170312414001,0.0
170312414002,0.0
170312414003,0.0
170312414004,0.0
170312415001,0.0
170312415002,0.0
170312415003,0.0
170312416001,0.0
170312416002,0.0
170312420001,0.0
170312420002,0.0
170312420003,0.0
170312421001,0.0
170312421002,0.0
170312421003,0.0
170312422001,0.0
170312422002,0.0
170312423001,0.0
170312423002,0.0
170312424001,0.0
170312424002,0.0
170312425001,0.0
170312425002,0.0
170312426001,0.0
170312426002,0.0
170312426003,0.0
170312426004,0.0
170312427001,0.0
170312428001,0.0
170312429001,0.0
170312429002,0.0
170312430001,0.0
170312430002,0.0
170312431001,0.0
170312431002,0.0
170312432001,0.0
170312432002,0.0
170312433001,0.0
170312433002,0.0
170312434001,0.0
170312434002,0.0
170312434003,0.0
170312435001,0.0
170312435002,0.0
170312502001,0.0
170312502002,1.0
170312503001,0.0
170312503002,0.0
170312503003,1.0
170312503004,0.0
170312504001,0.0
170312504002,0.0
170312504003,0.0
170312504004,0.0
170312504005,0.0
170312505001,0.0
170312505002,0.0
170312505003,0.0
170312505004,0.0
170312505005,0.0
170312505006,0.0
170312505007,0.0
170312506001,0.0
170312506002,0.0
170312506003,0.0
170312506004,0.0
170312507001,0.0
170312507002,0.0
170312507003,0.0
170312507004,0.0
170312507005,0.0
170312508001,0.0
170312508002,0.0
170312510001,0.0
170312511001,0.0
170312511002,0.0
170312511003,0.0
170312511004,1.0
170312512001,0.0
170312512002,0.0
170312512003,0.0
170312512004,0.0
170312513001,0.0
170312513002,0.0
170312513003,0.0
170312513004,1.0
170312513005,0.0
170312514001,0.0
170312514002,0.0
170312514003,1.0
170312514004,1.0
170312515001,0.0
170312515002,0.0
170312515003,1.0
170312515004,1.0
170312516001,0.0
170312516002,0.0
170312516003,0.0
170312517001,1.0
170312518001,1.0
170312518002,1.0
170312518003,1.0
170312518004,0.0
170312518005,0.0
170312519001,0.0
170312519002,1.0
170312519003,0.0
170312519004,1.0
170312520001,1.0
170312520002,1.0
170312520003,1.0
170312520004,0.0
170312521011,1.0
170312521021,0.0
170312521022,1.0
170312521023,1.0
170312521024,0.0
170312522011,0.0
170312522012,0.0
170312522013,0.0
170312522021,0.0
170312522022,1.0
170312522023,0.0
170312522024,1.0
170312522025,0.0
170312601001,1.0
170312602001,1.0
170312603001,1.0
170312604001,1.0
170312605001,1.0
170312606001,0.0
170312606002,0.0
170312607001,0.0
170312607002,1.0
170312608001,1.0
170312608002,1.0
170312609001,0.0
170312609002,0.0
170312610001,0.0
170312610002,1.0
170312705001,1.0
170312712001,0.0
170312713001,1.0
170312714001,1.0
170312715001,0.0
170312718001,0.0
170312801001,1.0
170312801002,0.0
170312804001,0.0
170312808001,1.0
170312809001,1.0
170312819001,0.0
170312819002,0.0
170312819003,1.0
170312827001,0.0
170312827002,0.0
170312828001,0.0
170312831001,0.0
170312831002,0.0
170312832001,0.0
170312838001,0.0
170312838002,0.0
170312909001,0.0
170312909002,0.0
170312909003,0.0
170312909004,1.0
170312912001,0.0
170312912002,0.0
170312916001,0.0
170312922001,0.0
170312922002,0.0
170312922003,0.0
170312924001,0.0
170312924002,1.0
170312925001,1.0
170312925002,0.0
170312925003,0.0
170312925004,0.0
170313005001,0.0
170313005002,0.0
170313006001,0.0
170313006002,0.0
170313007001,0.0
170313007002,0.0
170313007003,0.0
170313008001,0.0
170313008002,0.0
170313009001,0.0
170313009002,0.0
170313009003,0.0
170313011001,0.0
170313011002,0.0
170313012001,0.0
170313012002,0.0
170313012003,0.0
170313016001,0.0
170313016002,0.0
170313017011,0.0
170313017012,0.0
170313017013,0.0
170313017021,0.0
170313017022,0.0
170313017023,0.0
170313018011,0.0
170313018012,0.0
170313018021,0.0
170313018022,0.0
170313018023,0.0
170313018031,0.0
170313018032,0.0
170313018033,0.0
170313102001,0.0
170313102002,0.0
170313103001,0.0
170313104001,0.0
170313105001,0.0
170313106001,0.0
170313106002,0.0
170313106003,0.0
170313107001,0.0
170313108001,0.0
170313108002,0.0
170313108003,0.0
170313109001,0.0
170313109002,0.0
170313109003,0.0
170313201001,0.0
170313201002,0.0
170313201003,1.0
170313201004,1.0
170313204001,0.0
170313206001,0.0
170313206002,0.0
170313301001,0.0
170313301002,1.0
170313301003,1.0
170313301004,1.0
170313302001,0.0
170313302002,0.0
170313403001,0.0
170313404001,0.0
170313405001,0.0
170313406001,0.0
170313501001,0.0
170313501002,0.0
170313504001,1.0
170313510001,0.0
170313510002,1.0
170313510003,1.0
170313511001,1.0
170313511002,0.0
170313511003,0.0
170313514001,0.0
170313515001,0.0
170313515002,0.0
170313602001,1.0
170313801001,1.0
170313802001,0.0
170313802002,0.0
170313805001,0.0
170313807001,0.0
170313812001,0.0
170313812002,1.0
170313814001,1.0
170313815001,0.0
170313817001,0.0
170313818001,1.0
170313818002,0.0
170313819001,0.0
170313819002,0.0
170313901001,0.0
170313902001,0.0
170313902002,0.0
170313903001,0.0
170313903002,1.0
170313904001,1.0
170313904002,1.0
170313905001,1.0
170313906001,0.0
170313906002,0.0
170313907001,1.0
170313907002,0.0
170313907003,1.0
170314003001,1.0
170314004001,1.0
170314004002,0.0
170314005001,1.0
170314005002,1.0
170314008001,1.0
170314008002,1.0
170314101001,0.0
170314101002,0.0
170314102001,0.0
170314105001,0.0
170314105002,1.0
170314106001,0.0
170314106002,0.0
170314107001,0.0
170314108001,1.0
170314108002,1.0
170314109001,0.0
170314109002,0.0
170314109003,0.0
170314110001,0.0
170314110002,0.0
170314110003,0.0
170314111001,0.0
170314111002,0.0
170314112001,0.0
170314112002,0.0
170314201001,1.0
170314202001,1.0
170314203001,1.0
170314204001,0.0
170314205001,0.0
170314205002,0.0
170314206001,1.0
170314206002,0.0
170314207001,0.0
170314207002,0.0
170314207003,0.0
170314207004,0.0
170314207005,1.0
170314208001,0.0
170314208002,1.0
170314212001,0.0
170314212002,0.0
170314301011,1.0
170314301012,1.0
170314301013,1.0
170314301014,1.0
170314301021,1.0
170314301022,0.0
170314301023,1.0
170314302001,0.0
170314302002,1.0
170314302003,0.0
170314302004,1.0
170314302005,1.0
170314303001,1.0
170314303002,1.0
170314303003,0.0
170314304001,0.0
170314304002,0.0
170314304003,1.0
170314304004,0.0
170314305001,1.0
170314305002,1.0
170314305003,1.0
170314306001,0.0
170314306002,1.0
170314307001,1.0
170314307002,1.0
170314308001,0.0
170314308002,0.0
170314309001,1.0
170314309002,0.0
170314312001,0.0
170314312002,1.0
170314313011,0.0
170314313012,1.0
170314313013,1.0
170314313021,1.0
170314313022,1.0
170314313023,1.0
170314314001,1.0
170314314002,1.0
170314314003,1.0
170314314004,0.0
170314401011,1.0
170314401012,1.0
170314401013,0.0
170314401014,1.0
170314401021,1.0
170314401022,0.0
170314401023,0.0
170314401024,1.0
170314402011,1.0
170314402012,1.0
170314402013,1.0
170314402014,1.0
170314402021,0.0
170314402022,1.0
170314402023,0.0
170314403001,0.0
170314403002,0.0
170314403003,0.0
170314403004,0.0
170314403005,0.0
170314406001,0.0
170314406002,0.0
170314407001,0.0
170314407002,0.0
170314408001,0.0
170314408002,1.0
170314409001,0.0
170314409002,0.0
170314409003,0.0
170314503001,0.0
170314503002,0.0
170314503003,0.0
170314503004,0.0
170314601001,1.0
170314601002,0.0
170314601003,0.0
170314601004,1.0
170314602001,0.0
170314602002,0.0
170314603011,0.0
170314603012,0.0
170314603013,0.0
170314603021,0.0
170314603022,1.0
170314603023,0.0
170314603024,1.0
170314604001,1.0
170314604002,1.0
170314604003,0.0
170314604004,0.0
170314605001,1.0
170314605002,0.0
170314605003,0.0
170314605004,0.0
170314605005,0.0
170314605006,0.0
170314605007,1.0
170314606001,0.0
170314607001,1.0
170314607002,0.0
170314607003,0.0
170314610001,1.0
170314701001,0.0
170314701002,0.0
170314801001,0.0
170314801002,0.0
170314802001,0.0
170314802002,0.0
170314803001,0.0
170314803002,0.0
170314804001,0.0
170314804002,0.0
170314804003,0.0
170314804004,0.0
170314804005,0.0
170314804006,0.0
170314804007,0.0
170314805001,0.0
170314805002,0.0
170314805003,0.0
170314903001,0.0
170314903002,0.0
170314904001,0.0
170314905001,0.0
170314905002,0.0
170314906001,0.0
170314907001,0.0
170314907002,0.0
170314907003,0.0
170314908001,0.0
170314908002,0.0
170314908003,0.0
170314908004,0.0
170314908005,0.0
170314909011,1.0
170314909012,0.0
170314909013,0.0
170314909021,0.0
170314909022,1.0
170314909023,0.0
170314909024,0.0
170314910001,0.0
170314910002,0.0
170314910003,0.0
170314910004,0.0
170314910005,1.0
170314911001,0.0
170314911002,0.0
170314911003,0.0
170314911004,0.0
170314911005,0.0
170314912001,0.0
170314912002,0.0
170314912003,0.0
170314913001,0.0
170314913002,0.0
170314913003,0.0
170314913004,0.0
170314914001,1.0
170314914002,1.0
170314914003,0.0
170315001001,0.0
170315001002,0.0
170315001003,0.0
170315001004,1.0
170315002001,0.0
170315002002,0.0
170315003001,0.0
170315003002,0.0
170315101001,0.0
170315101002,0.0
170315102001,0.0
170315102002,0.0
170315102003,0.0
170315103001,0.0
170315103002,0.0
170315103003,0.0
170315103004,0.0
170315201001,0.0
170315202001,0.0
170315202002,0.0
170315202003,0.0
170315203001,0.0
170315203002,0.0
170315203003,0.0
170315203004,0.0
170315204001,0.0
170315204002,0.0
170315204003,0.0
170315204004,0.0
170315205001,0.0
170315205002,0.0
170315205003,0.0
170315206001,0.0
170315301001,0.0
170315301002,0.0
170315302001,0.0
170315302002,0.0
170315302003,0.0
170315302004,0.0
170315302005,0.0
170315303001,0.0
170315303002,0.0
170315303003,0.0
170315303004,0.0
170315304001,0.0
170315304002,0.0
170315305011,1.0
170315305012,0.0
170315305013,0.0
170315305014,0.0
170315305021,0.0
170315305031,0.0
170315305032,1.0
170315305033,0.0
170315306001,1.0
170315306002,0.0
170315306003,0.0
170315401011,1.0
170315401012,1.0
170315401013,1.0
170315401014,0.0
170315401021,0.0
170315401022,1.0
170315401023,0.0
170315501001,0.0
170315501002,0.0
170315501003,0.0
170315501004,0.0
170315501005,0.0
170315501006,0.0
170315502001,0.0
170315502002,0.0
170315601001,0.0
170315602001,0.0
170315602002,0.0
170315602003,0.0
170315603001,0.0
170315603002,0.0
170315604001,0.0
170315607001,0.0
170315607002,0.0
170315608001,0.0
170315608002,0.0
170315608003,0.0
170315608004,0.0
170315608005,0.0
170315609001,0.0
170315609002,0.0
170315609003,0.0
170315609004,0.0
170315609005,0.0
170315609006,0.0
170315610001,0.0
170315610002,0.0
170315610003,0.0
170315610004,0.0
170315610005,0.0
170315610006,0.0
170315611001,0.0
170315611002,0.0
170315611003,0.0
170315611004,0.0
170315611005,0.0
170315611006,0.0
170315701001,0.0
170315702001,0.0
170315703001,0.0
170315703002,0.0
170315703003,0.0
170315703004,0.0
170315704001,0.0
170315704002,0.0
170315705001,0.0
170315705002,0.0
170315801001,0.0
170315801002,0.0
170315802001,0.0
170315802002,0.0
170315803001,0.0
170315804001,0.0
170315804002,0.0
170315804003,0.0
170315804004,0.0
170315805011,0.0
170315805012,0.0
170315805013,0.0
170315805014,0.0
170315805021,0.0
170315805022,0.0
170315805023,0.0
170315806001,0.0
170315806002,0.0
170315806003,0.0
170315806004,0.0
170315807001,0.0
170315807002,0.0
170315807003,0.0
170315808001,0.0
170315905001,0.0
170315906001,0.0
170315906002,0.0
170315906003,0.0
170315907001,0.0
170315907002,0.0
170316004001,0.0
170316004002,0.0
170316004003,0.0
170316006001,0.0
170316006002,0.0
170316007001,0.0
170316007002,0.0
170316009001,0.0
170316009002,0.0
170316009003,0.0
170316009004,0.0
170316103001,0.0
170316103002,0.0
170316103003,1.0
170316104001,0.0
170316108001,0.0
170316110001,0.0
170316111001,0.0
170316111002,0.0
170316111003,0.0
170316112001,0.0
170316112002,0.0
170316113001,0.0
170316113002,0.0
170316113003,0.0
170316114001,0.0
170316114002,0.0
170316114003,0.0
170316115001,0.0
170316115002,0.0
170316116001,0.0
170316116002,0.0
170316117001,0.0
170316117002,0.0
170316117003,0.0
170316118001,0.0
170316118002,0.0
170316119001,0.0
170316119002,0.0
170316120001,0.0
170316120002,1.0
170316121001,0.0
170316201001,0.0
170316201002,0.0
170316201003,0.0
170316202001,0.0
170316202002,0.0
170316203001,0.0
170316203002,0.0
170316203003,0.0
170316203004,0.0
170316203005,0.0
170316203006,0.0
170316204001,0.0
170316204002,0.0
170316204003,0.0
170316204004,0.0
170316301001,0.0
170316302001,0.0
170316303001,0.0
170316303002,0.0
170316304001,0.0
170316304002,0.0
170316304003,0.0
170316304004,0.0
170316305001,0.0
170316305002,0.0
170316305003,0.0
170316305004,0.0
170316308001,0.0
170316308002,0.0
170316308003,0.0
