,entity_id,score,label_value,majority_race,poverty-rate
5259,170313018021,0.0,0.0,Hispanic,22.42-100.00
5264,170313018022,1.0,0.0,Hispanic,22.42-100.00
5269,170313018023,0.0,0.0,Hispanic,22.42-100.00
5274,170313018031,0.0,0.0,Hispanic,22.42-100.00
5279,170313018032,0.0,0.0,Hispanic,9.58-22.42
5284,170313018033,0.0,0.0,Hispanic,22.42-100.00
5289,170313102001,0.0,0.0,Hispanic,9.58-22.42
5294,170313102002,0.0,0.0,None,1.80-9.58
5299,170313103001,0.0,0.0,Hispanic,9.58-22.42
5304,170313104001,0.0,0.0,Hispanic,9.58-22.42
5309,170313105001,0.0,0.0,Hispanic,22.42-100.00
5314,170313106001,0.0,0.0,Hispanic,9.58-22.42
5319,170313106002,0.0,0.0,Hispanic,22.42-100.00
5324,170313106003,0.0,0.0,Hispanic,22.42-100.00
5329,170313107001,0.0,0.0,Hispanic,22.42-100.00
5334,170313108001,0.0,0.0,Hispanic,9.58-22.42
5339,170313108002,0.0,0.0,Hispanic,9.58-22.42
5344,170313108003,0.0,0.0,Hispanic,9.58-22.42
5349,170313109001,0.0,0.0,Hispanic,22.42-100.00
5354,170313109002,0.0,0.0,Hispanic,22.42-100.00
5359,170313109003,0.0,0.0,Hispanic,22.42-100.00
5364,170313201001,0.0,0.0,White,0.00-1.80
5369,170313201002,0.0,0.0,None,9.58-22.42
5374,170313201003,0.0,1.0,White,0.00-1.80
5379,170313201004,0.0,1.0,White,0.00-1.80
5384,170313204001,0.0,0.0,White,0.00-1.80
5389,170313206001,0.0,0.0,White,0.00-1.80
5394,170313206002,0.0,0.0,White,9.58-22.42
5399,170313301001,0.0,0.0,None,0.00-1.80
5404,170313301002,0.0,1.0,None,0.00-1.80
5409,170313301003,1.0,1.0,White,1.80-9.58
5414,170313301004,1.0,1.0,None,9.58-22.42
5419,170313302001,1.0,0.0,African-American,22.42-100.00
5424,170313302002,0.0,0.0,White,0.00-1.80
5429,170313403001,0.0,0.0,Asian,22.42-100.00
5434,170313404001,0.0,0.0,Asian,22.42-100.00
5439,170313405001,0.0,0.0,None,22.42-100.00
5444,170313406001,0.0,0.0,African-American,22.42-100.00
5449,170313501001,0.0,0.0,None,0.00-1.80
5454,170313501002,0.0,0.0,African-American,9.58-22.42
5459,170313504001,1.0,1.0,African-American,22.42-100.00
5464,170313510001,0.0,0.0,African-American,22.42-100.00
5469,170313510002,0.0,1.0,African-American,9.58-22.42
5474,170313510003,1.0,1.0,African-American,1.80-9.58
5479,170313511001,1.0,1.0,African-American,22.42-100.00
5484,170313511002,0.0,0.0,None,0.00-1.80
5489,170313511003,0.0,0.0,None,0.00-1.80
5494,170313514001,1.0,0.0,African-American,22.42-100.00
5499,170313515001,0.0,0.0,None,0.00-1.80
5504,170313515002,0.0,0.0,None,9.58-22.42
5509,170313602001,1.0,1.0,African-American,22.42-100.00
5514,170313801001,1.0,1.0,African-American,22.42-100.00
5519,170313802001,0.0,0.0,African-American,0.00-1.80
5524,170313802002,0.0,0.0,African-American,22.42-100.00
5529,170313805001,0.0,0.0,African-American,22.42-100.00
5534,170313807001,1.0,0.0,African-American,9.58-22.42
5539,170313812001,0.0,0.0,African-American,0.00-1.80
5544,170313812002,1.0,1.0,African-American,9.58-22.42
5549,170313814001,1.0,1.0,African-American,22.42-100.00
5554,170313815001,0.0,0.0,African-American,22.42-100.00
5559,170313817001,0.0,0.0,None,0.00-1.80
5564,170313818001,1.0,1.0,African-American,22.42-100.00
5569,170313818002,0.0,0.0,African-American,22.42-100.00
5574,170313819001,0.0,0.0,African-American,9.58-22.42
5579,170313819002,0.0,0.0,African-American,22.42-100.00
5584,170313901001,1.0,0.0,African-American,1.80-9.58
5589,170313902001,1.0,0.0,African-American,22.42-100.00
5594,170313902002,0.0,0.0,African-American,9.58-22.42
5599,170313903001,0.0,0.0,African-American,22.42-100.00
5604,170313903002,1.0,1.0,African-American,22.42-100.00
5609,170313904001,1.0,1.0,African-American,9.58-22.42
5614,170313904002,1.0,1.0,African-American,22.42-100.00
5619,170313905001,1.0,1.0,African-American,1.80-9.58
5624,170313906001,0.0,0.0,African-American,1.80-9.58
5629,170313906002,0.0,0.0,White,0.00-1.80
5634,170313907001,1.0,1.0,African-American,1.80-9.58
5639,170313907002,0.0,0.0,African-American,0.00-1.80
5644,170313907003,0.0,1.0,None,1.80-9.58
5649,170314003001,1.0,1.0,African-American,22.42-100.00
5654,170314004001,1.0,1.0,African-American,22.42-100.00
5659,170314004002,1.0,0.0,African-American,22.42-100.00
5664,170314005001,1.0,1.0,African-American,22.42-100.00
5669,170314005002,1.0,1.0,African-American,22.42-100.00
5674,170314008001,1.0,1.0,African-American,22.42-100.00
5679,170314008002,1.0,1.0,African-American,22.42-100.00
5684,170314101001,0.0,0.0,None,0.00-1.80
5689,170314101002,1.0,0.0,African-American,9.58-22.42
5694,170314102001,0.0,0.0,None,22.42-100.00
5699,170314105001,0.0,0.0,None,0.00-1.80
5704,170314105002,1.0,1.0,African-American,22.42-100.00
5709,170314106001,0.0,0.0,None,1.80-9.58
5714,170314106002,0.0,0.0,White,1.80-9.58
5719,170314107001,0.0,0.0,White,0.00-1.80
5724,170314108001,0.0,1.0,None,9.58-22.42
5729,170314108002,0.0,1.0,None,9.58-22.42
5734,170314109001,1.0,0.0,White,9.58-22.42
5739,170314109002,0.0,0.0,None,9.58-22.42
5744,170314109003,0.0,0.0,None,1.80-9.58
5749,170314110001,1.0,0.0,None,9.58-22.42
5754,170314110002,0.0,0.0,White,0.00-1.80
5759,170314110003,0.0,0.0,None,0.00-1.80
5764,170314111001,0.0,0.0,White,0.00-1.80
5769,170314111002,0.0,0.0,White,0.00-1.80
5774,170314112001,0.0,0.0,White,9.58-22.42
5779,170314112002,0.0,0.0,White,0.00-1.80
5784,170314201001,0.0,1.0,African-American,22.42-100.00
5789,170314202001,1.0,1.0,African-American,22.42-100.00
5794,170314203001,1.0,1.0,None,9.58-22.42
5799,170314204001,0.0,0.0,African-American,22.42-100.00
5804,170314205001,0.0,0.0,African-American,22.42-100.00
5809,170314205002,1.0,0.0,African-American,22.42-100.00
5814,170314206001,1.0,1.0,African-American,22.42-100.00
5819,170314206002,1.0,0.0,African-American,22.42-100.00
5824,170314207001,0.0,0.0,African-American,9.58-22.42
5829,170314207002,0.0,0.0,African-American,22.42-100.00
5834,170314207003,1.0,0.0,African-American,22.42-100.00
5839,170314207004,1.0,0.0,African-American,22.42-100.00
5844,170314207005,1.0,1.0,African-American,22.42-100.00
5849,170314208001,1.0,0.0,African-American,22.42-100.00
5854,170314208002,1.0,1.0,African-American,22.42-100.00
5859,170314212001,0.0,0.0,African-American,22.42-100.00
5864,170314212002,0.0,0.0,African-American,22.42-100.00
5869,170314301011,1.0,1.0,African-American,22.42-100.00
5874,170314301012,1.0,1.0,African-American,9.58-22.42
5879,170314301013,1.0,1.0,African-American,22.42-100.00
5884,170314301014,1.0,1.0,African-American,22.42-100.00
5889,170314301021,1.0,1.0,African-American,9.58-22.42
5894,170314301022,0.0,0.0,African-American,22.42-100.00
5899,170314301023,1.0,1.0,African-American,22.42-100.00
5904,170314302001,0.0,0.0,African-American,0.00-1.80
5909,170314302002,0.0,1.0,African-American,0.00-1.80
5914,170314302003,1.0,0.0,African-American,0.00-1.80
5919,170314302004,1.0,1.0,African-American,22.42-100.00
5924,170314302005,1.0,1.0,African-American,22.42-100.00
5929,170314303001,1.0,1.0,African-American,9.58-22.42
5934,170314303002,1.0,1.0,African-American,22.42-100.00
5939,170314303003,0.0,0.0,African-American,22.42-100.00
5944,170314304001,0.0,0.0,African-American,22.42-100.00
5949,170314304002,0.0,0.0,African-American,22.42-100.00
5954,170314304003,0.0,1.0,African-American,22.42-100.00
5959,170314304004,1.0,0.0,African-American,22.42-100.00
5964,170314305001,1.0,1.0,African-American,22.42-100.00
5969,170314305002,1.0,1.0,African-American,22.42-100.00
5974,170314305003,1.0,1.0,African-American,22.42-100.00
5979,170314306001,0.0,0.0,African-American,22.42-100.00
5984,170314306002,0.0,1.0,African-American,22.42-100.00
5989,170314307001,1.0,1.0,African-American,22.42-100.00
5994,170314307002,1.0,1.0,African-American,22.42-100.00
5999,170314308001,1.0,0.0,African-American,1.80-9.58
6004,170314308002,1.0,0.0,African-American,22.42-100.00
6009,170314309001,1.0,1.0,African-American,22.42-100.00
6014,170314309002,0.0,0.0,African-American,22.42-100.00
6019,170314312001,1.0,0.0,African-American,9.58-22.42
6024,170314312002,0.0,1.0,African-American,9.58-22.42
6029,170314313011,1.0,0.0,African-American,22.42-100.00
6034,170314313012,1.0,1.0,African-American,22.42-100.00
6039,170314313013,1.0,1.0,African-American,22.42-100.00
6044,170314313021,1.0,1.0,African-American,9.58-22.42
6049,170314313022,1.0,1.0,African-American,22.42-100.00
6054,170314313023,1.0,1.0,African-American,22.42-100.00
6059,170314314001,1.0,1.0,African-American,9.58-22.42
6064,170314314002,1.0,1.0,African-American,22.42-100.00
6069,170314314003,1.0,1.0,African-American,22.42-100.00
6074,170314314004,0.0,0.0,African-American,0.00-1.80
6079,170314401011,1.0,1.0,African-American,22.42-100.00
6084,170314401012,1.0,1.0,African-American,22.42-100.00
6089,170314401013,1.0,0.0,African-American,22.42-100.00
6094,170314401014,1.0,1.0,African-American,22.42-100.00
6099,170314401021,1.0,1.0,African-American,22.42-100.00
6104,170314401022,0.0,0.0,African-American,1.80-9.58
6109,170314401023,0.0,0.0,African-American,9.58-22.42
6114,170314401024,1.0,1.0,African-American,22.42-100.00
6119,170314402011,1.0,1.0,African-American,9.58-22.42
6124,170314402012,1.0,1.0,African-American,22.42-100.00
6129,170314402013,1.0,1.0,African-American,22.42-100.00
6134,170314402014,1.0,1.0,African-American,1.80-9.58
6139,170314402021,0.0,0.0,African-American,22.42-100.00
6144,170314402022,1.0,1.0,African-American,22.42-100.00
6149,170314402023,0.0,0.0,African-American,1.80-9.58
6154,170314403001,0.0,0.0,African-American,1.80-9.58
6159,170314403002,0.0,0.0,African-American,0.00-1.80
6164,170314403003,0.0,0.0,African-American,22.42-100.00
6169,170314403004,0.0,0.0,African-American,1.80-9.58
6174,170314403005,1.0,0.0,African-American,1.80-9.58
6179,170314406001,0.0,0.0,African-American,1.80-9.58
6184,170314406002,0.0,0.0,African-American,22.42-100.00
6189,170314407001,0.0,0.0,African-American,22.42-100.00
6194,170314407002,0.0,0.0,African-American,0.00-1.80
6199,170314408001,1.0,0.0,African-American,9.58-22.42
6204,170314408002,0.0,1.0,African-American,22.42-100.00
6209,170314409001,1.0,0.0,African-American,1.80-9.58
6214,170314409002,0.0,0.0,African-American,9.58-22.42
6219,170314409003,0.0,0.0,African-American,9.58-22.42
6224,170314503001,0.0,0.0,African-American,9.58-22.42
6229,170314503002,0.0,0.0,African-American,9.58-22.42
6234,170314503003,0.0,0.0,African-American,1.80-9.58
6239,170314503004,0.0,0.0,African-American,9.58-22.42
6244,170314601001,1.0,1.0,African-American,9.58-22.42
6249,170314601002,0.0,0.0,African-American,9.58-22.42
6254,170314601003,0.0,0.0,African-American,22.42-100.00
6259,170314601004,1.0,1.0,African-American,9.58-22.42
6264,170314602001,0.0,0.0,African-American,22.42-100.00
6269,170314602002,0.0,0.0,African-American,22.42-100.00
6274,170314603011,0.0,0.0,None,9.58-22.42
6279,170314603012,0.0,0.0,African-American,9.58-22.42
6284,170314603013,0.0,0.0,African-American,22.42-100.00
6289,170314603021,0.0,0.0,African-American,22.42-100.00
6294,170314603022,0.0,1.0,African-American,9.58-22.42
6299,170314603023,0.0,0.0,African-American,22.42-100.00
6304,170314603024,1.0,1.0,African-American,22.42-100.00
6309,170314604001,1.0,1.0,African-American,9.58-22.42
6314,170314604002,1.0,1.0,African-American,9.58-22.42
6319,170314604003,0.0,0.0,African-American,9.58-22.42
6324,170314604004,0.0,0.0,African-American,1.80-9.58
6329,170314605001,1.0,1.0,African-American,0.00-1.80
6334,170314605002,0.0,0.0,African-American,9.58-22.42
6339,170314605003,0.0,0.0,African-American,9.58-22.42
6344,170314605004,0.0,0.0,African-American,22.42-100.00
6349,170314605005,0.0,0.0,African-American,0.00-1.80
6354,170314605006,0.0,0.0,African-American,0.00-1.80
6359,170314605007,0.0,1.0,African-American,0.00-1.80
6364,170314606001,0.0,0.0,African-American,22.42-100.00
6369,170314607001,0.0,1.0,African-American,22.42-100.00
6374,170314607002,0.0,0.0,Hispanic,9.58-22.42
6379,170314607003,1.0,0.0,None,22.42-100.00
6384,170314610001,1.0,1.0,None,22.42-100.00
6389,170314701001,0.0,0.0,African-American,22.42-100.00
6394,170314701002,0.0,0.0,African-American,22.42-100.00
6399,170314801001,0.0,0.0,African-American,0.00-1.80
6404,170314801002,0.0,0.0,African-American,0.00-1.80
6409,170314802001,0.0,0.0,African-American,9.58-22.42
6414,170314802002,0.0,0.0,African-American,22.42-100.00
6419,170314803001,0.0,0.0,African-American,9.58-22.42
6424,170314803002,0.0,0.0,African-American,22.42-100.00
6429,170314804001,0.0,0.0,African-American,9.58-22.42
6434,170314804002,0.0,0.0,African-American,0.00-1.80
6439,170314804003,0.0,0.0,African-American,1.80-9.58
6444,170314804004,0.0,0.0,African-American,1.80-9.58
6449,170314804005,0.0,0.0,African-American,9.58-22.42
6454,170314804006,0.0,0.0,African-American,0.00-1.80
6459,170314804007,0.0,0.0,African-American,0.00-1.80
6464,170314805001,0.0,0.0,African-American,9.58-22.42
6469,170314805002,0.0,0.0,African-American,9.58-22.42
6474,170314805003,1.0,0.0,African-American,9.58-22.42
6479,170314903001,0.0,0.0,African-American,9.58-22.42
6484,170314903002,0.0,0.0,African-American,1.80-9.58
6489,170314904001,0.0,0.0,African-American,0.00-1.80
6494,170314905001,0.0,0.0,African-American,1.80-9.58
6499,170314905002,0.0,0.0,African-American,9.58-22.42
6504,170314906001,0.0,0.0,African-American,9.58-22.42
6509,170314907001,0.0,0.0,African-American,22.42-100.00
6514,170314907002,0.0,0.0,African-American,22.42-100.00
6519,170314907003,0.0,0.0,African-American,9.58-22.42
6524,170314908001,0.0,0.0,African-American,1.80-9.58
6529,170314908002,0.0,0.0,African-American,0.00-1.80
6534,170314908003,0.0,0.0,African-American,9.58-22.42
6539,170314908004,0.0,0.0,African-American,22.42-100.00
6544,170314908005,0.0,0.0,African-American,22.42-100.00
6549,170314909011,1.0,1.0,African-American,9.58-22.42
6554,170314909012,1.0,0.0,African-American,9.58-22.42
6559,170314909013,1.0,0.0,African-American,22.42-100.00
6564,170314909021,0.0,0.0,African-American,1.80-9.58
6569,170314909022,1.0,1.0,African-American,9.58-22.42
6574,170314909023,0.0,0.0,African-American,9.58-22.42
6579,170314909024,0.0,0.0,African-American,1.80-9.58
6584,170314910001,0.0,0.0,African-American,22.42-100.00
6589,170314910002,0.0,0.0,African-American,22.42-100.00
6594,170314910003,0.0,0.0,African-American,22.42-100.00
6599,170314910004,0.0,0.0,African-American,9.58-22.42
6604,170314910005,1.0,1.0,African-American,22.42-100.00
6609,170314911001,0.0,0.0,African-American,22.42-100.00
6614,170314911002,0.0,0.0,African-American,9.58-22.42
6619,170314911003,0.0,0.0,African-American,9.58-22.42
6624,170314911004,0.0,0.0,African-American,1.80-9.58
6629,170314911005,0.0,0.0,African-American,9.58-22.42
6634,170314912001,0.0,0.0,African-American,22.42-100.00
6639,170314912002,0.0,0.0,African-American,22.42-100.00
6644,170314912003,0.0,0.0,African-American,9.58-22.42
6649,170314913001,0.0,0.0,African-American,22.42-100.00
6654,170314913002,0.0,0.0,African-American,22.42-100.00
6659,170314913003,0.0,0.0,African-American,22.42-100.00
6664,170314913004,0.0,0.0,African-American,22.42-100.00
6669,170314914001,1.0,1.0,African-American,22.42-100.00
6674,170314914002,0.0,1.0,African-American,9.58-22.42
6679,170314914003,0.0,0.0,African-American,22.42-100.00
6684,170315001001,0.0,0.0,African-American,22.42-100.00
6689,170315001002,0.0,0.0,African-American,9.58-22.42
6694,170315001003,0.0,0.0,African-American,9.58-22.42
6699,170315001004,1.0,1.0,African-American,22.42-100.00
6704,170315002001,1.0,0.0,African-American,22.42-100.00
6709,170315002002,0.0,0.0,African-American,9.58-22.42
6714,170315003001,0.0,0.0,None,9.58-22.42
6719,170315003002,0.0,0.0,None,9.58-22.42
6724,170315101001,0.0,0.0,Hispanic,1.80-9.58
6729,170315101002,0.0,0.0,Hispanic,9.58-22.42
6734,170315102001,0.0,0.0,None,1.80-9.58
6739,170315102002,0.0,0.0,African-American,1.80-9.58
6744,170315102003,0.0,0.0,African-American,22.42-100.00
6749,170315103001,0.0,0.0,African-American,22.42-100.00
6754,170315103002,0.0,0.0,African-American,1.80-9.58
6759,170315103003,0.0,0.0,African-American,22.42-100.00
6764,170315103004,0.0,0.0,African-American,9.58-22.42
6769,170315201001,0.0,0.0,Hispanic,22.42-100.00
6774,170315202001,0.0,0.0,Hispanic,22.42-100.00
6779,170315202002,0.0,0.0,Hispanic,22.42-100.00
6784,170315202003,0.0,0.0,Hispanic,22.42-100.00
6789,170315203001,0.0,0.0,Hispanic,22.42-100.00
6794,170315203002,0.0,0.0,Hispanic,22.42-100.00
6799,170315203003,0.0,0.0,Hispanic,9.58-22.42
6804,170315203004,0.0,0.0,Hispanic,9.58-22.42
6809,170315204001,0.0,0.0,Hispanic,9.58-22.42
6814,170315204002,0.0,0.0,Hispanic,0.00-1.80
6819,170315204003,0.0,0.0,Hispanic,1.80-9.58
6824,170315204004,0.0,0.0,Hispanic,9.58-22.42
6829,170315205001,0.0,0.0,Hispanic,9.58-22.42
6834,170315205002,0.0,0.0,Hispanic,9.58-22.42
6839,170315205003,0.0,0.0,Hispanic,9.58-22.42
6844,170315206001,0.0,0.0,Hispanic,9.58-22.42
6849,170315301001,0.0,0.0,Hispanic,22.42-100.00
6854,170315301002,0.0,0.0,African-American,22.42-100.00
6859,170315302001,0.0,0.0,African-American,22.42-100.00
6864,170315302002,0.0,0.0,African-American,22.42-100.00
6869,170315302003,0.0,0.0,African-American,22.42-100.00
6874,170315302004,0.0,0.0,African-American,22.42-100.00
6879,170315302005,1.0,0.0,African-American,22.42-100.00
6884,170315303001,0.0,0.0,African-American,22.42-100.00
6889,170315303002,0.0,0.0,African-American,9.58-22.42
6894,170315303003,0.0,0.0,African-American,9.58-22.42
6899,170315303004,0.0,0.0,African-American,22.42-100.00
6904,170315304001,0.0,0.0,African-American,22.42-100.00
6909,170315304002,0.0,0.0,African-American,1.80-9.58
6914,170315305011,1.0,1.0,African-American,22.42-100.00
6919,170315305012,0.0,0.0,African-American,22.42-100.00
6924,170315305013,0.0,0.0,African-American,9.58-22.42
6929,170315305014,0.0,0.0,African-American,1.80-9.58
6934,170315305021,0.0,0.0,African-American,22.42-100.00
6939,170315305031,0.0,0.0,African-American,9.58-22.42
6944,170315305032,0.0,1.0,African-American,22.42-100.00
6949,170315305033,0.0,0.0,African-American,22.42-100.00
6954,170315306001,1.0,1.0,African-American,22.42-100.00
6959,170315306002,0.0,0.0,African-American,22.42-100.00
6964,170315306003,0.0,0.0,African-American,22.42-100.00
6969,170315401011,1.0,1.0,African-American,22.42-100.00
6974,170315401012,1.0,1.0,African-American,22.42-100.00
6979,170315401013,1.0,1.0,African-American,22.42-100.00
6984,170315401014,0.0,0.0,African-American,22.42-100.00
6989,170315401021,0.0,0.0,African-American,22.42-100.00
6994,170315401022,1.0,1.0,African-American,22.42-100.00
6999,170315401023,0.0,0.0,African-American,22.42-100.00
7004,170315501001,0.0,0.0,Hispanic,9.58-22.42
7009,170315501002,0.0,0.0,White,9.58-22.42
7014,170315501003,0.0,0.0,Hispanic,22.42-100.00
7019,170315501004,0.0,0.0,None,1.80-9.58
7024,170315501005,0.0,0.0,White,0.00-1.80
7029,170315501006,0.0,0.0,Hispanic,22.42-100.00
7034,170315502001,0.0,0.0,Hispanic,0.00-1.80
7039,170315502002,0.0,0.0,White,0.00-1.80
7044,170315601001,0.0,0.0,Hispanic,9.58-22.42
7049,170315602001,0.0,0.0,African-American,9.58-22.42
7054,170315602002,0.0,0.0,Hispanic,0.00-1.80
7059,170315602003,0.0,0.0,African-American,9.58-22.42
7064,170315603001,0.0,0.0,Hispanic,9.58-22.42
7069,170315603002,0.0,0.0,Hispanic,0.00-1.80
7074,170315604001,0.0,0.0,Hispanic,9.58-22.42
7079,170315607001,0.0,0.0,Hispanic,0.00-1.80
7084,170315607002,0.0,0.0,Hispanic,1.80-9.58
7089,170315608001,0.0,0.0,Hispanic,0.00-1.80
7094,170315608002,0.0,0.0,None,0.00-1.80
7099,170315608003,0.0,0.0,White,0.00-1.80
7104,170315608004,0.0,0.0,Hispanic,0.00-1.80
7109,170315608005,0.0,0.0,White,0.00-1.80
7114,170315609001,0.0,0.0,White,9.58-22.42
7119,170315609002,0.0,0.0,White,0.00-1.80
7124,170315609003,0.0,0.0,White,0.00-1.80
7129,170315609004,0.0,0.0,White,1.80-9.58
7134,170315609005,0.0,0.0,White,1.80-9.58
7139,170315609006,0.0,0.0,White,1.80-9.58
7144,170315610001,0.0,0.0,None,9.58-22.42
7149,170315610002,0.0,0.0,Hispanic,0.00-1.80
7154,170315610003,0.0,0.0,White,1.80-9.58
7159,170315610004,0.0,0.0,White,1.80-9.58
7164,170315610005,0.0,0.0,White,0.00-1.80
7169,170315610006,0.0,0.0,White,0.00-1.80
7174,170315611001,0.0,0.0,Hispanic,0.00-1.80
7179,170315611002,0.0,0.0,White,1.80-9.58
7184,170315611003,0.0,0.0,White,1.80-9.58
7189,170315611004,0.0,0.0,White,0.00-1.80
7194,170315611005,0.0,0.0,White,0.00-1.80
7199,170315611006,0.0,0.0,White,1.80-9.58
7204,170315701001,0.0,0.0,Hispanic,9.58-22.42
7209,170315702001,0.0,0.0,Hispanic,1.80-9.58
7214,170315703001,0.0,0.0,Hispanic,9.58-22.42
7219,170315703002,0.0,0.0,Hispanic,22.42-100.00
7224,170315703003,0.0,0.0,Hispanic,9.58-22.42
7229,170315703004,0.0,0.0,Hispanic,9.58-22.42
7234,170315704001,0.0,0.0,Hispanic,9.58-22.42
7239,170315704002,0.0,0.0,Hispanic,0.00-1.80
7244,170315705001,0.0,0.0,Hispanic,1.80-9.58
7249,170315705002,0.0,0.0,Hispanic,1.80-9.58
7254,170315801001,0.0,0.0,Hispanic,9.58-22.42
7259,170315801002,0.0,0.0,Hispanic,22.42-100.00
7264,170315802001,0.0,0.0,Hispanic,9.58-22.42
7269,170315802002,0.0,0.0,Hispanic,22.42-100.00
7274,170315803001,0.0,0.0,Hispanic,9.58-22.42
7279,170315804001,0.0,0.0,Hispanic,9.58-22.42
7284,170315804002,0.0,0.0,Hispanic,9.58-22.42
7289,170315804003,0.0,0.0,Hispanic,22.42-100.00
7294,170315804004,0.0,0.0,None,0.00-1.80
7299,170315805011,0.0,0.0,Hispanic,22.42-100.00
7304,170315805012,0.0,0.0,Hispanic,22.42-100.00
7309,170315805013,0.0,0.0,Hispanic,22.42-100.00
7314,170315805014,0.0,0.0,Hispanic,9.58-22.42
7319,170315805021,0.0,0.0,Hispanic,9.58-22.42
7324,170315805022,0.0,0.0,Hispanic,22.42-100.00
7329,170315805023,0.0,0.0,Hispanic,9.58-22.42
7334,170315806001,0.0,0.0,Hispanic,1.80-9.58
7339,170315806002,0.0,0.0,Hispanic,9.58-22.42
7344,170315806003,0.0,0.0,Hispanic,9.58-22.42
7349,170315806004,0.0,0.0,Hispanic,9.58-22.42
7354,170315807001,0.0,0.0,Hispanic,22.42-100.00
7359,170315807002,0.0,0.0,Hispanic,22.42-100.00
7364,170315807003,0.0,0.0,Hispanic,22.42-100.00
7369,170315808001,0.0,0.0,Hispanic,22.42-100.00
7374,170315905001,0.0,0.0,None,9.58-22.42
7379,170315906001,0.0,0.0,Hispanic,9.58-22.42
7384,170315906002,0.0,0.0,Hispanic,9.58-22.42
7389,170315906003,0.0,0.0,Hispanic,9.58-22.42
7394,170315907001,0.0,0.0,Hispanic,9.58-22.42
7399,170315907002,0.0,0.0,Hispanic,22.42-100.00
7404,170316004001,0.0,0.0,Asian,22.42-100.00
7409,170316004002,0.0,0.0,None,1.80-9.58
7414,170316004003,0.0,0.0,None,9.58-22.42
7419,170316006001,0.0,0.0,None,22.42-100.00
7424,170316006002,0.0,0.0,None,9.58-22.42
7429,170316007001,0.0,0.0,None,9.58-22.42
7434,170316007002,0.0,0.0,None,9.58-22.42
7439,170316009001,0.0,0.0,Hispanic,22.42-100.00
7444,170316009002,0.0,0.0,White,1.80-9.58
7449,170316009003,0.0,0.0,Hispanic,9.58-22.42
7454,170316009004,0.0,0.0,None,0.00-1.80
7459,170316103001,0.0,0.0,Hispanic,9.58-22.42
7464,170316103002,1.0,0.0,Hispanic,22.42-100.00
7469,170316103003,0.0,1.0,Hispanic,9.58-22.42
7474,170316104001,0.0,0.0,Hispanic,22.42-100.00
7479,170316108001,0.0,0.0,White,1.80-9.58
7484,170316110001,1.0,0.0,None,22.42-100.00
7489,170316111001,0.0,0.0,Hispanic,22.42-100.00
7494,170316111002,0.0,0.0,Hispanic,22.42-100.00
7499,170316111003,0.0,0.0,Hispanic,22.42-100.00
7504,170316112001,0.0,0.0,Hispanic,22.42-100.00
7509,170316112002,0.0,0.0,Hispanic,22.42-100.00
7514,170316113001,0.0,0.0,Hispanic,22.42-100.00
7519,170316113002,0.0,0.0,Hispanic,22.42-100.00
7524,170316113003,0.0,0.0,Hispanic,22.42-100.00
7529,170316114001,0.0,0.0,Hispanic,22.42-100.00
7534,170316114002,0.0,0.0,Hispanic,22.42-100.00
7539,170316114003,0.0,0.0,Hispanic,22.42-100.00
7544,170316115001,0.0,0.0,Hispanic,9.58-22.42
7549,170316115002,0.0,0.0,Hispanic,22.42-100.00
7554,170316116001,0.0,0.0,Hispanic,9.58-22.42
7559,170316116002,0.0,0.0,African-American,22.42-100.00
7564,170316117001,0.0,0.0,Hispanic,9.58-22.42
7569,170316117002,0.0,0.0,Hispanic,22.42-100.00
7574,170316117003,0.0,0.0,African-American,22.42-100.00
7579,170316118001,1.0,0.0,Hispanic,22.42-100.00
7584,170316118002,0.0,0.0,African-American,22.42-100.00
7589,170316119001,0.0,0.0,African-American,22.42-100.00
7594,170316119002,0.0,0.0,African-American,22.42-100.00
7599,170316120001,0.0,0.0,African-American,22.42-100.00
7604,170316120002,0.0,1.0,African-American,22.42-100.00
7609,170316121001,1.0,0.0,African-American,22.42-100.00
7614,170316201001,0.0,0.0,Hispanic,22.42-100.00
7619,170316201002,0.0,0.0,Hispanic,9.58-22.42
7624,170316201003,0.0,0.0,Hispanic,22.42-100.00
7629,170316202001,0.0,0.0,Hispanic,1.80-9.58
7634,170316202002,0.0,0.0,Hispanic,9.58-22.42
7639,170316203001,0.0,0.0,Hispanic,9.58-22.42
7644,170316203002,0.0,0.0,Hispanic,22.42-100.00
7649,170316203003,0.0,0.0,Hispanic,1.80-9.58
7654,170316203004,0.0,0.0,Hispanic,9.58-22.42
7659,170316203005,0.0,0.0,Hispanic,1.80-9.58
7664,170316203006,0.0,0.0,Hispanic,22.42-100.00
7669,170316204001,0.0,0.0,Hispanic,22.42-100.00
7674,170316204002,0.0,0.0,Hispanic,9.58-22.42
7679,170316204003,0.0,0.0,Hispanic,1.80-9.58
7684,170316204004,0.0,0.0,Hispanic,1.80-9.58
7689,170316301001,0.0,0.0,Hispanic,9.58-22.42
7694,170316302001,0.0,0.0,Hispanic,22.42-100.00
7699,170316303001,0.0,0.0,Hispanic,9.58-22.42
7704,170316303002,0.0,0.0,Hispanic,9.58-22.42
7709,170316304001,0.0,0.0,Hispanic,9.58-22.42
7714,170316304002,0.0,0.0,Hispanic,22.42-100.00
7719,170316304003,0.0,0.0,Hispanic,22.42-100.00
7724,170316304004,0.0,0.0,Hispanic,22.42-100.00
7729,170316305001,0.0,0.0,Hispanic,9.58-22.42
