,entity_id,score,label_value,majority_race,poverty-rate
9959,170318016061,0.0,0.0,White,0.00-1.80
9964,170318016062,0.0,0.0,White,1.80-9.58
9969,170318016063,0.0,0.0,White,0.00-1.80
9974,170318016064,0.0,0.0,White,1.80-9.58
9979,170318016065,0.0,0.0,White,9.58-22.42
9984,170318016071,0.0,0.0,White,1.80-9.58
9989,170318016072,0.0,0.0,White,9.58-22.42
9994,170318016073,0.0,0.0,White,1.80-9.58
9999,170318016081,0.0,0.0,White,1.80-9.58
10004,170318016082,0.0,0.0,White,0.00-1.80
10009,170318016083,0.0,0.0,White,9.58-22.42
10014,170318016084,0.0,0.0,White,0.00-1.80
10019,170318017011,0.0,0.0,White,1.80-9.58
10024,170318017012,0.0,0.0,White,0.00-1.80
10029,170318017021,0.0,0.0,White,0.00-1.80
10034,170318017022,0.0,0.0,White,0.00-1.80
10039,170318017023,0.0,0.0,White,0.00-1.80
10044,170318017024,0.0,0.0,White,0.00-1.80
10049,170318018001,0.0,0.0,White,9.58-22.42
10054,170318018002,0.0,0.0,White,1.80-9.58
10059,170318018003,0.0,0.0,White,1.80-9.58
10064,170318018004,0.0,0.0,White,0.00-1.80
10069,170318019011,0.0,0.0,White,1.80-9.58
10074,170318019012,0.0,0.0,White,1.80-9.58
10079,170318019013,0.0,0.0,White,0.00-1.80
10084,170318019021,0.0,0.0,White,1.80-9.58
10089,170318019022,0.0,0.0,White,0.00-1.80
10094,170318019023,0.0,0.0,White,9.58-22.42
10099,170318020021,0.0,0.0,White,0.00-1.80
10104,170318020022,0.0,0.0,White,1.80-9.58
10109,170318020031,0.0,0.0,White,1.80-9.58
10114,170318020041,0.0,0.0,White,0.00-1.80
10119,170318020042,0.0,0.0,White,0.00-1.80
10124,170318020043,0.0,0.0,None,1.80-9.58
10129,170318020044,0.0,0.0,None,9.58-22.42
10134,170318021001,0.0,0.0,White,0.00-1.80
10139,170318021002,0.0,0.0,White,1.80-9.58
10144,170318021003,0.0,0.0,White,1.80-9.58
10149,170318022001,0.0,0.0,White,0.00-1.80
10154,170318022002,0.0,0.0,White,0.00-1.80
10159,170318022003,0.0,0.0,White,1.80-9.58
10164,170318023001,0.0,0.0,White,1.80-9.58
10169,170318024021,0.0,0.0,Hispanic,22.42-100.00
10174,170318024022,0.0,0.0,White,0.00-1.80
10179,170318024023,0.0,0.0,White,22.42-100.00
10184,170318024024,0.0,0.0,Hispanic,22.42-100.00
10189,170318024031,0.0,0.0,White,0.00-1.80
10194,170318024041,0.0,1.0,None,9.58-22.42
10199,170318024042,1.0,0.0,None,9.58-22.42
10204,170318024043,0.0,0.0,None,1.80-9.58
10209,170318024044,1.0,1.0,White,9.58-22.42
10214,170318025031,0.0,0.0,Asian,0.00-1.80
10219,170318025032,0.0,0.0,White,1.80-9.58
10224,170318025033,0.0,0.0,White,1.80-9.58
10229,170318025034,0.0,0.0,Hispanic,22.42-100.00
10234,170318025041,0.0,0.0,None,1.80-9.58
10239,170318025042,0.0,0.0,Hispanic,0.00-1.80
10244,170318025043,0.0,0.0,White,0.00-1.80
10249,170318025044,0.0,0.0,White,1.80-9.58
10254,170318025051,1.0,1.0,Hispanic,9.58-22.42
10259,170318025052,0.0,0.0,Hispanic,0.00-1.80
10264,170318025053,1.0,0.0,None,9.58-22.42
10269,170318025061,0.0,0.0,Hispanic,9.58-22.42
10274,170318025062,0.0,0.0,Hispanic,9.58-22.42
10279,170318026051,0.0,0.0,White,1.80-9.58
10284,170318026052,0.0,0.0,White,0.00-1.80
10289,170318026053,0.0,0.0,White,0.00-1.80
10294,170318026054,0.0,0.0,White,0.00-1.80
10299,170318026055,0.0,0.0,None,0.00-1.80
10304,170318026071,0.0,0.0,White,0.00-1.80
10309,170318026081,0.0,0.0,White,1.80-9.58
10314,170318026082,0.0,0.0,White,1.80-9.58
10319,170318026083,0.0,0.0,White,0.00-1.80
10324,170318026084,0.0,0.0,White,1.80-9.58
10329,170318026091,0.0,0.0,None,1.80-9.58
10334,170318026092,0.0,0.0,Hispanic,0.00-1.80
10339,170318026093,0.0,0.0,None,1.80-9.58
10344,170318026094,0.0,0.0,White,22.42-100.00
10349,170318026101,0.0,0.0,White,0.00-1.80
10354,170318027011,0.0,0.0,Hispanic,1.80-9.58
10359,170318027012,0.0,0.0,White,1.80-9.58
10364,170318027013,0.0,0.0,White,0.00-1.80
10369,170318027014,0.0,0.0,White,1.80-9.58
10374,170318027021,0.0,0.0,White,1.80-9.58
10379,170318027022,0.0,0.0,White,0.00-1.80
10384,170318027023,0.0,0.0,White,0.00-1.80
10389,170318028011,0.0,0.0,White,1.80-9.58
10394,170318028012,0.0,0.0,White,9.58-22.42
10399,170318028013,0.0,0.0,White,0.00-1.80
10404,170318028014,0.0,0.0,White,0.00-1.80
10409,170318028015,0.0,0.0,White,0.00-1.80
10414,170318028021,0.0,0.0,White,1.80-9.58
10419,170318028022,0.0,0.0,White,1.80-9.58
10424,170318028023,0.0,0.0,White,0.00-1.80
10429,170318028024,0.0,0.0,White,1.80-9.58
10434,170318028025,0.0,0.0,White,0.00-1.80
10439,170318029001,0.0,0.0,White,1.80-9.58
10444,170318029002,0.0,0.0,White,0.00-1.80
10449,170318029003,0.0,0.0,White,0.00-1.80
10454,170318029004,0.0,0.0,White,0.00-1.80
10459,170318030051,0.0,0.0,White,1.80-9.58
10464,170318030052,0.0,0.0,White,1.80-9.58
10469,170318030071,0.0,0.0,White,0.00-1.80
10474,170318030072,0.0,0.0,White,1.80-9.58
10479,170318030073,0.0,0.0,White,0.00-1.80
10484,170318030081,0.0,0.0,White,0.00-1.80
10489,170318030082,0.0,0.0,White,0.00-1.80
10494,170318030083,0.0,0.0,White,1.80-9.58
10499,170318030101,0.0,0.0,White,1.80-9.58
10504,170318030102,0.0,0.0,White,1.80-9.58
10509,170318030103,0.0,0.0,White,0.00-1.80
10514,170318030104,0.0,0.0,White,0.00-1.80
10519,170318030121,1.0,0.0,White,1.80-9.58
10524,170318030131,0.0,0.0,White,1.80-9.58
10529,170318030132,0.0,0.0,White,0.00-1.80
10534,170318030133,0.0,0.0,White,0.00-1.80
10539,170318030141,0.0,0.0,White,0.00-1.80
10544,170318030142,0.0,0.0,White,1.80-9.58
10549,170318030151,0.0,0.0,White,0.00-1.80
10554,170318030152,0.0,0.0,White,9.58-22.42
10559,170318030153,0.0,0.0,White,0.00-1.80
10564,170318030161,0.0,0.0,White,1.80-9.58
10569,170318030171,0.0,0.0,White,0.00-1.80
10574,170318030172,0.0,0.0,White,0.00-1.80
10579,170318030173,1.0,0.0,White,9.58-22.42
10584,170318031001,0.0,0.0,White,1.80-9.58
10589,170318031002,0.0,0.0,White,0.00-1.80
10594,170318032001,0.0,0.0,White,1.80-9.58
10599,170318032002,0.0,0.0,White,0.00-1.80
10604,170318032003,0.0,0.0,White,0.00-1.80
10609,170318033001,0.0,0.0,White,0.00-1.80
10614,170318033002,0.0,0.0,White,0.00-1.80
10619,170318033003,0.0,0.0,White,0.00-1.80
10624,170318034001,0.0,0.0,White,1.80-9.58
10629,170318034002,0.0,0.0,White,0.00-1.80
10634,170318034003,0.0,0.0,White,1.80-9.58
10639,170318034004,0.0,0.0,White,0.00-1.80
10644,170318034005,0.0,0.0,White,0.00-1.80
10649,170318034006,0.0,0.0,White,0.00-1.80
10654,170318035001,0.0,0.0,White,0.00-1.80
10659,170318035002,0.0,0.0,White,0.00-1.80
10664,170318035003,0.0,0.0,White,1.80-9.58
10669,170318035004,0.0,0.0,White,1.80-9.58
10674,170318035005,0.0,0.0,White,1.80-9.58
10679,170318036031,0.0,0.0,White,1.80-9.58
10684,170318036032,0.0,0.0,White,0.00-1.80
10689,170318036033,0.0,0.0,White,1.80-9.58
10694,170318036034,0.0,0.0,White,0.00-1.80
10699,170318036041,0.0,0.0,White,9.58-22.42
10704,170318036042,0.0,0.0,White,0.00-1.80
10709,170318036043,0.0,0.0,White,0.00-1.80
10714,170318036044,0.0,0.0,White,1.80-9.58
10719,170318036051,0.0,0.0,White,0.00-1.80
10724,170318036052,0.0,0.0,White,0.00-1.80
10729,170318036053,0.0,0.0,White,0.00-1.80
10734,170318036054,1.0,1.0,None,9.58-22.42
10739,170318036061,1.0,0.0,Hispanic,22.42-100.00
10744,170318036062,0.0,0.0,Hispanic,22.42-100.00
10749,170318036063,1.0,1.0,Hispanic,9.58-22.42
10754,170318036064,0.0,0.0,None,1.80-9.58
10759,170318036071,0.0,0.0,White,0.00-1.80
10764,170318036072,0.0,0.0,White,1.80-9.58
10769,170318036073,0.0,0.0,White,0.00-1.80
10774,170318036074,0.0,0.0,White,0.00-1.80
10779,170318036081,0.0,0.0,White,1.80-9.58
10784,170318036082,0.0,0.0,White,9.58-22.42
10789,170318036083,1.0,0.0,None,22.42-100.00
10794,170318036101,0.0,0.0,White,1.80-9.58
10799,170318036102,0.0,0.0,White,0.00-1.80
10804,170318036103,0.0,0.0,White,0.00-1.80
10809,170318036104,1.0,1.0,White,9.58-22.42
10814,170318036111,0.0,0.0,White,0.00-1.80
10819,170318036112,0.0,0.0,Hispanic,22.42-100.00
10824,170318036113,0.0,1.0,None,9.58-22.42
10829,170318036114,0.0,0.0,White,0.00-1.80
10834,170318036115,0.0,1.0,None,9.58-22.42
10839,170318036121,1.0,1.0,Hispanic,22.42-100.00
10844,170318036122,0.0,0.0,White,1.80-9.58
10849,170318037011,0.0,0.0,White,1.80-9.58
10854,170318037012,0.0,0.0,White,0.00-1.80
10859,170318037021,0.0,0.0,White,0.00-1.80
10864,170318037022,0.0,0.0,White,1.80-9.58
10869,170318037023,0.0,0.0,White,0.00-1.80
10874,170318037024,0.0,0.0,White,9.58-22.42
10879,170318038001,0.0,0.0,White,0.00-1.80
10884,170318038002,0.0,0.0,White,0.00-1.80
10889,170318038003,0.0,0.0,White,0.00-1.80
10894,170318038004,0.0,0.0,White,9.58-22.42
10899,170318039011,0.0,0.0,White,1.80-9.58
10904,170318039012,0.0,0.0,White,1.80-9.58
10909,170318039021,0.0,0.0,White,1.80-9.58
10914,170318039022,0.0,0.0,White,0.00-1.80
10919,170318039023,0.0,0.0,White,1.80-9.58
10924,170318040001,0.0,0.0,White,0.00-1.80
10929,170318040002,0.0,0.0,White,1.80-9.58
10934,170318041021,0.0,0.0,White,1.80-9.58
10939,170318041022,0.0,0.0,White,0.00-1.80
10944,170318041023,0.0,0.0,White,1.80-9.58
10949,170318041041,0.0,0.0,White,0.00-1.80
10954,170318041042,0.0,0.0,White,1.80-9.58
10959,170318041043,0.0,0.0,White,0.00-1.80
10964,170318041051,0.0,0.0,White,0.00-1.80
10969,170318041052,0.0,0.0,White,1.80-9.58
10974,170318041053,0.0,0.0,White,1.80-9.58
10979,170318041061,0.0,0.0,White,0.00-1.80
10984,170318041062,0.0,0.0,White,1.80-9.58
10989,170318041063,0.0,0.0,White,1.80-9.58
10994,170318041064,0.0,0.0,White,0.00-1.80
10999,170318041081,0.0,0.0,White,1.80-9.58
11004,170318041082,0.0,1.0,Asian,1.80-9.58
11009,170318041091,0.0,0.0,White,0.00-1.80
11014,170318041092,0.0,0.0,White,1.80-9.58
11019,170318042011,0.0,0.0,White,1.80-9.58
11024,170318042012,0.0,0.0,White,1.80-9.58
11029,170318042013,0.0,0.0,White,9.58-22.42
11034,170318042014,0.0,0.0,White,0.00-1.80
11039,170318042021,0.0,0.0,White,22.42-100.00
11044,170318042022,0.0,0.0,White,0.00-1.80
11049,170318042023,0.0,0.0,White,0.00-1.80
11054,170318042024,0.0,0.0,White,0.00-1.80
11059,170318043051,0.0,0.0,Hispanic,0.00-1.80
11064,170318043052,0.0,0.0,White,0.00-1.80
11069,170318043053,0.0,0.0,Hispanic,0.00-1.80
11074,170318043054,0.0,0.0,White,0.00-1.80
11079,170318043061,0.0,0.0,None,1.80-9.58
11084,170318043062,0.0,0.0,White,9.58-22.42
11089,170318043063,0.0,0.0,Hispanic,1.80-9.58
11094,170318043064,0.0,0.0,White,1.80-9.58
11099,170318043081,0.0,0.0,White,0.00-1.80
11104,170318043082,0.0,0.0,White,1.80-9.58
11109,170318043083,0.0,0.0,None,1.80-9.58
11114,170318043091,0.0,0.0,None,1.80-9.58
11119,170318043092,0.0,0.0,None,9.58-22.42
11124,170318043101,0.0,0.0,White,0.00-1.80
11129,170318043102,0.0,0.0,None,1.80-9.58
11134,170318043103,0.0,0.0,White,0.00-1.80
11139,170318043104,0.0,0.0,None,0.00-1.80
11144,170318043111,0.0,0.0,None,0.00-1.80
11149,170318043112,0.0,0.0,None,1.80-9.58
11154,170318044031,0.0,0.0,Hispanic,1.80-9.58
11159,170318044032,1.0,1.0,Hispanic,9.58-22.42
11164,170318044033,0.0,1.0,None,1.80-9.58
11169,170318044041,0.0,0.0,Hispanic,0.00-1.80
11174,170318044042,0.0,0.0,Hispanic,1.80-9.58
11179,170318044043,0.0,0.0,White,1.80-9.58
11184,170318044044,0.0,0.0,Hispanic,1.80-9.58
11189,170318044051,0.0,0.0,Hispanic,22.42-100.00
11194,170318044052,1.0,0.0,Hispanic,9.58-22.42
11199,170318044061,0.0,0.0,None,1.80-9.58
11204,170318044062,0.0,0.0,Hispanic,1.80-9.58
11209,170318044063,0.0,0.0,None,9.58-22.42
11214,170318045051,0.0,0.0,White,1.80-9.58
11219,170318045052,0.0,0.0,White,1.80-9.58
11224,170318045053,0.0,0.0,White,1.80-9.58
11229,170318045061,0.0,0.0,White,1.80-9.58
11234,170318045062,0.0,0.0,White,0.00-1.80
11239,170318045063,0.0,0.0,White,1.80-9.58
11244,170318045071,0.0,0.0,White,0.00-1.80
11249,170318045072,0.0,0.0,White,0.00-1.80
11254,170318045073,0.0,0.0,White,1.80-9.58
11259,170318045074,0.0,0.0,White,0.00-1.80
11264,170318045081,0.0,1.0,None,22.42-100.00
11269,170318045091,0.0,0.0,None,0.00-1.80
11274,170318045092,0.0,0.0,Hispanic,1.80-9.58
11279,170318045093,0.0,0.0,Hispanic,1.80-9.58
11284,170318045094,0.0,0.0,None,1.80-9.58
11289,170318045101,0.0,0.0,Hispanic,1.80-9.58
11294,170318045102,0.0,0.0,Hispanic,0.00-1.80
11299,170318045103,0.0,0.0,Hispanic,22.42-100.00
11304,170318045104,0.0,0.0,Hispanic,9.58-22.42
11309,170318045111,1.0,1.0,Hispanic,9.58-22.42
11314,170318045112,0.0,0.0,Hispanic,22.42-100.00
11319,170318046031,1.0,1.0,None,1.80-9.58
11324,170318046032,0.0,0.0,White,22.42-100.00
11329,170318046033,0.0,0.0,White,1.80-9.58
11334,170318046061,0.0,0.0,White,0.00-1.80
11339,170318046062,0.0,0.0,White,0.00-1.80
11344,170318046063,0.0,0.0,White,0.00-1.80
11349,170318046064,0.0,0.0,White,0.00-1.80
11354,170318046071,0.0,0.0,White,0.00-1.80
11359,170318046072,0.0,0.0,White,0.00-1.80
11364,170318046073,0.0,0.0,White,0.00-1.80
11369,170318046074,0.0,0.0,White,9.58-22.42
11374,170318046081,0.0,0.0,White,0.00-1.80
11379,170318046082,0.0,0.0,White,9.58-22.42
11384,170318046083,0.0,0.0,White,1.80-9.58
11389,170318046091,0.0,0.0,Asian,0.00-1.80
11394,170318046092,0.0,0.0,White,0.00-1.80
11399,170318046093,0.0,0.0,White,9.58-22.42
11404,170318046101,0.0,0.0,White,0.00-1.80
11409,170318046102,0.0,0.0,White,0.00-1.80
11414,170318046111,0.0,0.0,White,1.80-9.58
11419,170318046112,1.0,0.0,White,1.80-9.58
11424,170318046113,0.0,0.0,White,0.00-1.80
11429,170318047011,0.0,0.0,None,1.80-9.58
11434,170318047012,0.0,0.0,None,9.58-22.42
11439,170318047013,0.0,0.0,White,0.00-1.80
11444,170318047014,0.0,1.0,None,0.00-1.80
11449,170318047051,0.0,0.0,White,1.80-9.58
11454,170318047052,0.0,1.0,None,9.58-22.42
11459,170318047053,0.0,0.0,White,1.80-9.58
11464,170318047061,0.0,0.0,White,1.80-9.58
11469,170318047062,0.0,0.0,White,0.00-1.80
11474,170318047091,0.0,0.0,None,0.00-1.80
11479,170318047092,1.0,0.0,None,9.58-22.42
11484,170318047093,0.0,0.0,White,0.00-1.80
11489,170318047094,0.0,0.0,White,1.80-9.58
11494,170318047095,0.0,0.0,White,0.00-1.80
11499,170318047101,0.0,0.0,White,0.00-1.80
11504,170318047102,0.0,0.0,White,0.00-1.80
11509,170318047103,0.0,0.0,White,1.80-9.58
11514,170318047104,0.0,0.0,White,0.00-1.80
11519,170318047111,1.0,1.0,None,9.58-22.42
11524,170318047112,0.0,0.0,White,0.00-1.80
11529,170318047113,0.0,0.0,None,1.80-9.58
11534,170318047114,0.0,0.0,None,0.00-1.80
11539,170318047121,0.0,1.0,None,0.00-1.80
11544,170318047122,0.0,0.0,White,0.00-1.80
11549,170318047123,0.0,0.0,White,0.00-1.80
11554,170318047131,0.0,0.0,None,0.00-1.80
11559,170318047132,0.0,0.0,Asian,1.80-9.58
11564,170318047133,0.0,0.0,White,0.00-1.80
11569,170318047134,0.0,0.0,White,0.00-1.80
11574,170318047141,0.0,0.0,White,0.00-1.80
11579,170318047142,0.0,0.0,White,1.80-9.58
11584,170318047143,0.0,0.0,White,1.80-9.58
11589,170318047151,0.0,0.0,None,0.00-1.80
11594,170318047152,0.0,0.0,None,9.58-22.42
11599,170318047161,0.0,0.0,White,1.80-9.58
11604,170318047162,0.0,0.0,None,0.00-1.80
11609,170318047163,0.0,0.0,None,1.80-9.58
11614,170318048031,0.0,0.0,White,0.00-1.80
11619,170318048032,0.0,0.0,White,0.00-1.80
11624,170318048033,0.0,0.0,White,1.80-9.58
11629,170318048041,0.0,0.0,White,0.00-1.80
11634,170318048042,1.0,1.0,White,1.80-9.58
11639,170318048043,0.0,0.0,Hispanic,1.80-9.58
11644,170318048044,0.0,0.0,White,1.80-9.58
11649,170318048051,0.0,0.0,None,1.80-9.58
11654,170318048052,0.0,0.0,White,0.00-1.80
11659,170318048053,0.0,0.0,White,0.00-1.80
11664,170318048054,0.0,0.0,White,1.80-9.58
11669,170318048061,0.0,0.0,White,1.80-9.58
11674,170318048062,0.0,0.0,White,0.00-1.80
11679,170318048063,0.0,0.0,None,9.58-22.42
11684,170318048071,0.0,0.0,White,1.80-9.58
11689,170318048072,0.0,0.0,White,1.80-9.58
11694,170318048073,0.0,0.0,White,0.00-1.80
11699,170318048074,0.0,0.0,White,0.00-1.80
11704,170318048081,0.0,0.0,White,1.80-9.58
11709,170318048082,0.0,0.0,White,1.80-9.58
11714,170318048083,0.0,0.0,White,1.80-9.58
11719,170318048091,0.0,0.0,White,0.00-1.80
11724,170318048092,0.0,0.0,White,0.00-1.80
11729,170318048093,0.0,0.0,White,0.00-1.80
11734,170318048101,0.0,0.0,None,1.80-9.58
11739,170318048102,0.0,0.0,White,0.00-1.80
11744,170318048103,0.0,0.0,White,1.80-9.58
11749,170318048104,0.0,0.0,White,9.58-22.42
11754,170318049011,0.0,0.0,White,1.80-9.58
11759,170318049012,0.0,0.0,White,0.00-1.80
11764,170318049013,0.0,0.0,White,9.58-22.42
11769,170318049014,0.0,0.0,White,0.00-1.80
11774,170318049015,0.0,0.0,White,0.00-1.80
11779,170318049016,0.0,0.0,White,0.00-1.80
11784,170318049021,0.0,0.0,White,0.00-1.80
11789,170318049022,0.0,0.0,White,0.00-1.80
11794,170318049023,0.0,0.0,White,0.00-1.80
11799,170318049024,0.0,0.0,White,0.00-1.80
11804,170318049025,0.0,0.0,White,0.00-1.80
11809,170318050011,0.0,0.0,White,1.80-9.58
11814,170318050012,0.0,0.0,White,1.80-9.58
11819,170318050013,0.0,0.0,White,0.00-1.80
11824,170318050014,0.0,0.0,White,0.00-1.80
11829,170318050021,0.0,0.0,White,1.80-9.58
11834,170318050022,0.0,0.0,White,1.80-9.58
11839,170318050023,0.0,0.0,None,9.58-22.42
11844,170318050024,0.0,0.0,None,1.80-9.58
11849,170318050025,0.0,0.0,White,9.58-22.42
11854,170318051051,0.0,0.0,Hispanic,22.42-100.00
11859,170318051052,0.0,0.0,None,0.00-1.80
11864,170318051053,0.0,0.0,White,9.58-22.42
11869,170318051054,0.0,0.0,White,9.58-22.42
11874,170318051061,0.0,0.0,White,9.58-22.42
11879,170318051062,0.0,0.0,White,1.80-9.58
11884,170318051071,0.0,1.0,None,1.80-9.58
11889,170318051072,1.0,0.0,White,0.00-1.80
11894,170318051073,1.0,1.0,White,0.00-1.80
11899,170318051074,1.0,0.0,None,1.80-9.58
11904,170318051075,0.0,0.0,None,0.00-1.80
11909,170318051081,0.0,0.0,Hispanic,1.80-9.58
11914,170318051082,0.0,0.0,None,1.80-9.58
11919,170318051083,0.0,0.0,White,0.00-1.80
11924,170318051084,0.0,0.0,White,1.80-9.58
11929,170318051091,0.0,0.0,White,0.00-1.80
11934,170318051092,0.0,0.0,White,0.00-1.80
11939,170318051093,0.0,0.0,White,9.58-22.42
11944,170318051101,0.0,0.0,White,0.00-1.80
11949,170318051102,0.0,0.0,White,0.00-1.80
11954,170318051103,0.0,0.0,White,9.58-22.42
11959,170318051104,0.0,0.0,White,0.00-1.80
11964,170318051111,0.0,0.0,White,0.00-1.80
11969,170318051112,0.0,0.0,White,1.80-9.58
11974,170318051113,0.0,0.0,White,9.58-22.42
11979,170318051114,0.0,0.0,Hispanic,9.58-22.42
11984,170318051115,0.0,0.0,Hispanic,22.42-100.00
11989,170318051116,0.0,0.0,None,0.00-1.80
11994,170318051121,0.0,0.0,None,0.00-1.80
11999,170318051122,0.0,0.0,White,1.80-9.58
12004,170318052011,0.0,0.0,White,0.00-1.80
12009,170318052012,0.0,0.0,White,1.80-9.58
12014,170318052013,0.0,0.0,White,0.00-1.80
12019,170318052021,0.0,0.0,White,1.80-9.58
12024,170318052022,0.0,0.0,White,1.80-9.58
12029,170318052023,0.0,0.0,White,1.80-9.58
12034,170318052024,0.0,0.0,White,1.80-9.58
12039,170318053011,0.0,0.0,White,1.80-9.58
12044,170318053012,0.0,0.0,None,1.80-9.58
12049,170318053013,0.0,0.0,None,22.42-100.00
12054,170318053021,0.0,0.0,White,0.00-1.80
12059,170318053022,0.0,0.0,White,1.80-9.58
12064,170318053023,0.0,0.0,White,9.58-22.42
12069,170318054011,0.0,0.0,White,1.80-9.58
12074,170318054012,0.0,0.0,White,1.80-9.58
12079,170318054013,0.0,0.0,White,0.00-1.80
12084,170318054021,0.0,0.0,White,9.58-22.42
12089,170318054022,0.0,0.0,White,1.80-9.58
12094,170318054023,0.0,0.0,White,1.80-9.58
12099,170318054024,0.0,0.0,White,9.58-22.42
12104,170318054025,0.0,0.0,White,0.00-1.80
12109,170318055011,0.0,0.0,White,0.00-1.80
12114,170318055012,0.0,0.0,White,1.80-9.58
12119,170318055013,0.0,0.0,White,1.80-9.58
12124,170318055021,0.0,0.0,White,0.00-1.80
12129,170318055022,0.0,0.0,White,0.00-1.80
12134,170318055023,0.0,0.0,White,9.58-22.42
12139,170318055024,0.0,0.0,White,0.00-1.80
12144,170318056001,0.0,0.0,White,0.00-1.80
12149,170318056002,0.0,0.0,White,1.80-9.58
12154,170318056003,0.0,0.0,White,1.80-9.58
12159,170318056004,0.0,0.0,White,1.80-9.58
12164,170318057011,0.0,0.0,White,0.00-1.80
12169,170318057012,0.0,0.0,White,0.00-1.80
12174,170318057013,0.0,0.0,White,1.80-9.58
12179,170318057014,0.0,0.0,White,1.80-9.58
12184,170318057015,0.0,0.0,White,1.80-9.58
12189,170318057021,0.0,0.0,White,1.80-9.58
12194,170318057022,0.0,0.0,White,0.00-1.80
12199,170318058011,0.0,0.0,White,9.58-22.42
12204,170318058012,0.0,0.0,White,0.00-1.80
12209,170318058013,0.0,0.0,White,0.00-1.80
12214,170318058021,0.0,0.0,White,0.00-1.80
12219,170318058022,0.0,0.0,White,0.00-1.80
12224,170318058023,0.0,0.0,White,0.00-1.80
12229,170318058024,0.0,0.0,White,1.80-9.58
12234,170318058025,0.0,0.0,White,1.80-9.58
12239,170318059011,0.0,0.0,White,0.00-1.80
12244,170318059012,0.0,0.0,White,1.80-9.58
12249,170318059013,0.0,0.0,White,1.80-9.58
12254,170318059021,0.0,0.0,White,9.58-22.42
12259,170318059022,0.0,0.0,White,1.80-9.58
12264,170318059023,0.0,0.0,White,0.00-1.80
12269,170318059024,0.0,0.0,White,9.58-22.42
12274,170318059025,0.0,0.0,White,9.58-22.42
12279,170318059026,0.0,0.0,White,0.00-1.80
12284,170318060011,0.0,0.0,White,0.00-1.80
12289,170318060012,1.0,1.0,White,9.58-22.42
12294,170318060013,0.0,0.0,None,9.58-22.42
12299,170318060014,0.0,0.0,None,0.00-1.80
12304,170318060021,0.0,0.0,Asian,22.42-100.00
12309,170318060022,0.0,0.0,White,9.58-22.42
12314,170318060023,0.0,0.0,None,1.80-9.58
12319,170318060024,0.0,0.0,None,22.42-100.00
12324,170318060025,0.0,0.0,None,0.00-1.80
12329,170318060031,0.0,0.0,White,9.58-22.42
12334,170318060032,0.0,0.0,None,0.00-1.80
12339,170318060033,0.0,0.0,Asian,0.00-1.80
12344,170318060034,0.0,0.0,White,0.00-1.80
12349,170318060035,0.0,0.0,Asian,1.80-9.58
12354,170318060036,0.0,0.0,None,1.80-9.58
12359,170318060041,0.0,0.0,White,1.80-9.58
12364,170318060042,0.0,0.0,White,9.58-22.42
12369,170318060043,0.0,0.0,None,1.80-9.58
12374,170318060044,0.0,0.0,None,1.80-9.58
12379,170318061021,0.0,0.0,White,1.80-9.58
12384,170318061022,0.0,0.0,White,1.80-9.58
12389,170318061023,0.0,0.0,White,1.80-9.58
12394,170318061031,0.0,0.0,White,1.80-9.58
12399,170318061032,0.0,0.0,White,1.80-9.58
12404,170318061033,0.0,0.0,White,1.80-9.58
12409,170318061034,0.0,0.0,White,1.80-9.58
12414,170318061041,1.0,1.0,None,9.58-22.42
12419,170318061042,0.0,0.0,White,9.58-22.42
12424,170318061043,0.0,0.0,White,22.42-100.00
12429,170318062011,0.0,0.0,White,1.80-9.58
12434,170318062012,0.0,0.0,None,9.58-22.42
12439,170318062021,0.0,0.0,White,0.00-1.80
12444,170318062022,0.0,0.0,White,1.80-9.58
12449,170318062023,0.0,0.0,White,1.80-9.58
12454,170318063001,0.0,0.0,White,0.00-1.80
12459,170318063002,0.0,0.0,White,1.80-9.58
12464,170318063003,0.0,0.0,White,0.00-1.80
12469,170318063004,0.0,0.0,White,0.00-1.80
12474,170318063005,0.0,0.0,White,0.00-1.80
12479,170318063006,0.0,0.0,White,0.00-1.80
12484,170318064001,0.0,0.0,White,1.80-9.58
12489,170318064002,0.0,0.0,White,9.58-22.42
12494,170318065011,0.0,0.0,None,9.58-22.42
12499,170318065012,0.0,0.0,None,9.58-22.42
12504,170318065021,0.0,0.0,White,1.80-9.58
12509,170318065022,0.0,0.0,White,0.00-1.80
12514,170318065023,0.0,0.0,White,1.80-9.58
12519,170318065024,0.0,0.0,Hispanic,0.00-1.80
12524,170318066001,0.0,0.0,White,1.80-9.58
12529,170318066002,0.0,0.0,None,1.80-9.58
12534,170318067001,0.0,0.0,White,1.80-9.58
12539,170318067002,0.0,0.0,White,0.00-1.80
12544,170318067003,0.0,0.0,White,1.80-9.58
12549,170318067004,0.0,0.0,White,1.80-9.58
12554,170318068011,0.0,0.0,White,9.58-22.42
12559,170318068012,0.0,0.0,White,1.80-9.58
12564,170318068013,0.0,0.0,White,0.00-1.80
12569,170318068014,0.0,0.0,White,1.80-9.58
12574,170318068021,0.0,0.0,White,0.00-1.80
12579,170318068022,0.0,0.0,White,9.58-22.42
12584,170318068023,0.0,0.0,White,0.00-1.80
12589,170318069001,0.0,0.0,None,9.58-22.42
12594,170318069002,0.0,0.0,Asian,1.80-9.58
12599,170318069003,0.0,0.0,None,1.80-9.58
12604,170318070001,0.0,0.0,White,9.58-22.42
